YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,Claim
2016,1.0,1,V,N,O,R,575.0,2,1900,0
2014,1.0,1,V,N,O,R,4040.0,2,1900,1
2015,1.0,0,V,N,O,R,2900.0,2,1920,0
2012,0.333333333,0,V,N,O,R,1100.0,2,1975,0
2014,1.0,0,V,N,O,R,1100.0,2,1975,0
2014,1.0,1,V,N,O,R,620.0,2,1970,0
2013,1.0,1,V,N,O,R,714.0,2,1965,1
2014,0.567123288,0,V,V,V,U,676.0,2,1960,0
2013,1.0,0,V,N,O,R,950.0,2,1999,0
2013,0.22739726,0,V,V,V,U,350.0,2,1960,0
2014,1.0,0,V,N,O,R,710.0,2,1950,0
2014,1.0,0,V,V,V,U,1832.0,2,1960,0
2013,0.747945205,0,V,V,V,U,388.0,2,1960,0
2012,1.0,1,N,V,V,U,240.0,2,1960,0
2014,0.901369863,1,N,V,V,U,240.0,2,1960,0
2012,1.0,0,V,V,V,U,950.0,2,1960,0
2016,0.99726776,0,V,V,V,U,950.0,2,1960,0
2013,0.890410959,1,N,V,V,U,400.0,2,1960,0
2012,1.0,1,V,N,O,R,400.0,2,1920,0
2012,0.827868852,0,N,V,V,U,600.0,2,1988,1
2013,0.205479452,1,V,V,V,U,250.0,2,1988,0
2012,1.0,1,V,N,O,R,830.0,2,1985,0
2012,1.0,0,N,V,V,U,2285.0,2,1960,0
2016,0.99726776,0,V,N,O,R,4400.0,2,2002,1
2016,0.99726776,0,V,V,V,U,750.0,2,1988,0
2014,0.504109589,0,N,V,V,U,2900.0,2,1988,0
2015,0.994520548,0,N,V,V,U,2900.0,2,1988,0
2015,1.0,0,V,V,V,U,920.0,2,1988,0
2012,1.0,0,V,V,V,U,1330.0,2,1988,0
2012,1.0,0,N,V,V,U,770.0,2,1988,0
2015,1.0,0,N,V,V,U,1518.0,2,1988,0
2013,0.084931507,0,V,N,O,R,4400.0,2,1973,0
2012,0.606557377,0,V,N,O,R,850.0,2,1970,0
2015,1.0,0,V,V,V,U,1543.0,3,1988,0
2015,1.0,0,V,N,O,R,2412.0,3,2010,0
2016,0.99726776,0,V,N,O,R,2412.0,3,2010,1
2014,1.0,0,V,V,V,U,2064.0,3,1960,0
2012,1.0,0,V,V,V,U,4433.0,3,1960,1
2013,0.0,0,V,V,V,U,4433.0,3,1960,0
2016,0.99726776,0,V,N,O,R,375.0,3,1800,0
2016,0.99726776,0,N,V,V,U,1617.0,3,1988,0
2016,0.99726776,0,V,N,O,R,650.0,2,1954,0
2013,1.0,0,V,V,V,U,300.0,2,1988,0
2013,1.0,0,N,V,V,U,440.0,2,1960,0
2016,0.99726776,0,N,V,V,U,544.0,2,1988,0
2013,1.0,0,V,V,V,U,1222.0,2,1960,1
2014,1.0,0,V,V,V,U,2427.0,2,1960,0
2014,1.0,0,V,N,O,R,240.0,2,1950,0
2013,1.0,0,N,V,V,U,475.0,2,1960,0
2016,0.967213115,0,N,V,V,U,475.0,2,1960,0
2015,1.0,0,V,V,V,U,663.0,2,1960,1
2016,0.344262295,0,V,N,O,R,5630.0,2,1990,1
2012,1.0,0,V,N,O,R,1350.0,2,1971,0
2014,1.0,0,V,N,O,R,1350.0,2,1971,0
2012,0.75136612,0,V,N,O,R,5354.0,2,2008,1
2014,1.0,0,N,V,V,U,956.0,2,1960,0
2015,1.0,0,N,V,V,U,956.0,2,1960,0
2013,1.0,0,V,N,O,R,1800.0,2,2003,0
2014,1.0,0,V,N,O,R,1576.0,2,1900,1
2015,1.0,0,V,N,O,R,1576.0,2,1900,1
2015,1.0,0,V,N,O,R,340.0,2,1960,0
2014,1.0,0,V,N,O,R,1200.0,2,1900,1
2015,1.0,0,V,N,O,R,1445.0,2,1970,0
2013,0.912328767,0,N,V,V,U,1500.0,2,1960,0
2014,1.0,0,V,N,O,R,1000.0,2,1970,0
2015,1.0,0,V,N,O,R,1000.0,2,1970,1
2012,1.0,0,V,N,O,R,1650.0,2,1975,1
2012,1.0,0,V,N,O,R,3007.0,2,2003,0
2014,1.0,0,V,N,O,R,1560.0,2,2006,0
2013,1.0,0,V,N,O,R,1340.0,2,1995,0
2012,1.0,0,V,N,O,R,1780.0,2,1990,0
2015,1.0,0,V,N,O,R,1780.0,2,1990,0
2013,1.0,0,N,V,V,U,660.0,3,1960,0
2013,1.0,0,V,N,O,R,1129.0,3,1988,0
2013,1.0,0,V,N,O,R,15580.0,3,1900,1
2014,1.0,0,V,N,O,R,15580.0,3,1900,0
2016,0.663934426,0,V,N,O,R,15580.0,3,1900,1
2012,1.0,0,V,N,O,R,1300.0,3,1960,0
2016,0.99726776,0,V,N,O,R,860.0,3,1940,0
2012,0.295081967,0,V,N,O,R,2060.0,3,2011,0
2013,0.167123288,0,V,N,O,R,300.0,3,1900,0
2016,0.99726776,0,V,N,O,R,300.0,3,1900,0
2014,1.0,0,V,N,O,R,2409.0,3,1996,1
2016,0.99726776,0,V,N,O,R,2409.0,3,1996,0
2015,1.0,0,V,N,O,R,1235.0,3,2013,0
2012,1.0,0,V,N,O,R,1610.0,3,1973,1
2015,1.0,0,V,N,O,R,1610.0,3,1973,1
2013,1.0,0,V,N,O,R,311.0,3,1920,0
2013,1.0,0,N,V,V,U,2500.0,3,1960,0
2012,1.0,0,V,V,V,U,2695.0,3,1980,0
2013,1.0,0,V,V,V,U,2695.0,3,1980,0
2015,1.0,0,V,N,O,R,1700.0,3,1960,0
2015,0.2,0,N,V,V,U,1000.0,3,1988,0
2013,0.906849315,0,V,V,V,U,367.0,3,1960,0
2014,1.0,0,V,N,O,R,580.0,3,1930,0
2014,1.0,0,V,N,O,R,2604.0,3,1980,1
2012,1.0,0,N,V,V,U,487.0,3,1960,0
2015,1.0,0,N,V,V,U,1754.0,3,1960,0
2016,1.0,0,N,V,V,U,400.0,3,1960,0
2013,1.0,0,N,V,V,U,850.0,3,1960,0
2016,0.99726776,0,N,V,V,U,4000.0,3,1980,0
2012,1.0,0,V,V,V,U,1920.0,3,1960,1
2012,1.0,1,V,V,V,U,4998.0,3,1980,0
2013,1.0,0,V,N,O,R,1485.0,3,1960,0
2012,1.0,0,N,V,V,U,270.0,3,1980,1
2012,1.0,0,N,V,V,U,500.0,3,1980,0
2013,1.0,0,V,N,O,R,1197.0,2,1970,0
2014,1.0,0,V,N,O,R,1197.0,2,1970,0
2013,1.0,0,N,V,V,U,270.0,3,1960,0
2012,1.0,0,N,V,V,U,560.0,3,1980,0
2013,1.0,0,N,V,V,U,560.0,3,1980,0
2015,1.0,0,N,V,V,U,560.0,3,1980,0
2016,1.0,0,N,V,V,U,560.0,3,1980,0
2013,0.663013699,0,N,V,V,U,380.0,3,1960,0
2015,1.0,0,N,V,V,U,620.0,3,1980,0
2013,1.0,0,N,V,V,U,800.0,3,1960,0
2016,1.0,0,V,N,O,R,336.0,3,1700,0
2014,1.0,0,V,N,O,R,1260.0,3,1991,1
2015,1.0,0,V,N,O,R,1260.0,3,1991,1
2012,1.0,1,V,N,O,R,900.0,3,1930,0
2013,0.109589041,1,V,N,O,R,900.0,3,1930,0
2016,0.99726776,0,V,N,O,R,400.0,3,1900,0
2013,0.438356164,0,V,V,V,U,403.0,3,1960,0
2013,1.0,0,V,V,V,U,640.0,3,1960,0
2015,1.0,0,V,V,V,U,805.0,3,1960,0
2015,1.0,0,V,V,V,U,657.0,3,1960,0
2015,1.0,0,V,V,V,U,2750.0,3,1960,1
2016,0.99726776,0,V,V,V,U,2750.0,3,1960,1
2012,1.0,0,V,V,V,U,2090.0,3,1960,0
2013,1.0,0,V,N,O,R,3355.0,3,1970,1
2013,0.0,0,V,N,O,R,2347.0,3,1970,0
2013,0.0,0,V,V,V,U,4074.0,3,1960,1
2013,1.0,0,V,V,V,U,2340.0,3,1960,0
2015,1.0,0,V,N,O,R,6000.0,3,1900,1
2013,1.0,0,V,V,V,U,910.0,3,1960,0
2012,1.0,0,V,N,O,R,712.0,3,1900,1
2016,1.0,0,N,V,V,U,480.0,3,1960,0
2013,1.0,0,V,V,V,U,800.0,3,1960,0
2015,1.0,0,V,V,V,U,1056.0,3,1960,1
2012,1.0,1,V,V,V,U,450.0,3,1988,0
2013,0.824657534,1,V,V,V,U,450.0,3,1988,0
2013,1.0,0,V,V,V,U,360.0,3,1960,0
2016,0.99726776,0,N,V,V,U,385.0,3,1960,0
2015,1.0,0,V,V,V,U,649.0,3,1960,0
2016,1.0,0,V,V,V,U,649.0,3,1960,0
2012,1.0,0,V,V,V,U,336.0,3,1960,0
2013,0.0,0,V,N,O,R,760.0,3,1970,0
2014,1.0,0,V,V,V,U,2700.0,3,1960,0
2016,0.99726776,0,V,V,V,U,2700.0,3,1960,0
2015,0.41369863,0,V,N,O,R,690.0,3,1900,0
2012,1.0,0,V,V,V,U,590.0,3,1980,0
2013,1.0,0,V,V,V,U,590.0,3,1980,1
2013,0.0,0,V,N,O,R,1200.0,3,1970,0
2014,1.0,0,N,V,V,U,1754.0,3,1988,0
2016,0.99726776,0,V,N,O,R,2800.0,3,1980,0
2013,1.0,0,V,V,V,U,3375.0,3,1960,1
2015,1.0,0,V,V,V,U,3375.0,3,1960,1
2015,1.0,0,N,V,V,U,1700.0,2,1988,0
2014,1.0,0,V,N,O,R,600.0,2,2005,0
2013,1.0,0,V,N,O,R,5000.0,2,2008,0
2013,1.0,0,V,V,V,U,475.0,2,1960,0
2014,0.832876712,1,V,N,O,R,2000.0,2,1982,0
2015,1.0,1,V,N,O,R,2000.0,2,1979,0
2016,0.99726776,1,V,N,O,R,1650.0,2,1978,0
2012,0.166666667,1,V,N,O,R,1500.0,2,1978,0
2015,1.0,1,V,N,O,R,1500.0,2,1978,0
2014,1.0,1,V,N,O,R,1250.0,2,1977,0
2014,1.0,1,V,N,O,R,1560.0,2,1976,0
2013,0.871232877,0,N,V,V,U,400.0,2,1980,1
2013,1.0,1,V,N,O,R,1049.0,2,2003,0
2014,0.747945205,1,V,N,O,R,2458.0,2,2004,0
2015,1.0,1,V,N,O,R,2499.0,2,2004,0
2013,1.0,0,V,N,O,R,3770.0,2,2002,0
2016,0.418032787,0,V,N,O,R,3770.0,2,2002,0
2012,0.333333333,1,V,N,O,R,2790.0,2,1973,0
2015,1.0,1,V,N,O,R,1394.0,2,1980,1
2016,0.99726776,0,N,V,V,U,695.0,2,1988,0
2013,0.884931507,0,V,N,O,R,1005.0,2,1950,0
2014,1.0,0,V,N,O,R,3060.0,2,2003,0
2014,1.0,0,V,N,O,R,1351.0,4,2012,0
2013,0.0,0,V,V,V,U,300.0,4,1960,0
2015,0.0,0,V,V,V,U,300.0,4,1960,0
2016,0.0,0,V,V,V,U,300.0,4,1960,0
2012,1.0,0,V,V,V,U,580.0,2,1980,0
2014,1.0,0,V,V,V,U,580.0,2,1980,0
2012,1.0,1,V,N,O,R,1940.0,2,1979,0
2014,1.0,1,V,N,O,R,1940.0,2,1979,0
2012,1.0,0,V,V,V,U,407.0,2,1960,0
2013,1.0,1,V,N,O,R,1805.0,2,2007,0
2015,1.0,1,V,N,O,R,3200.0,2,1982,0
2012,1.0,1,N,V,V,U,691.0,2,1988,0
2015,0.495890411,0,V,N,O,R,1400.0,2,1998,0
2013,1.0,0,V,N,O,R,1512.0,2,2008,0
2013,1.0,0,V,N,O,R,767.0,2,2007,0
2013,1.0,0,V,N,O,R,630.0,2,1961,1
2015,1.0,0,V,N,O,R,630.0,2,1961,0
2012,0.584699454,0,V,N,O,R,1538.0,2,2000,0
2014,1.0,0,V,N,O,R,13004.0,2,1984,0
2012,1.0,0,V,V,V,U,280.0,2,1960,0
2015,1.0,0,V,V,V,U,280.0,2,1960,0
2016,0.99726776,0,V,V,V,U,280.0,2,1960,1
2013,1.0,0,V,N,O,R,3255.0,2,2003,0
2013,1.0,0,N,V,V,U,80.0,2,1960,0
2015,0.747945205,0,N,V,V,U,80.0,2,1960,0
2015,1.0,0,V,N,O,R,1359.0,2,2014,0
2012,1.0,1,V,N,O,R,650.0,2,2008,0
2014,1.0,1,V,N,O,R,650.0,2,2008,0
2013,1.0,1,N,V,V,U,440.0,2,1988,0
2014,1.0,0,V,N,O,R,350.0,2,1846,0
2012,1.0,1,V,N,O,R,4142.0,2,1975,0
2016,0.99726776,1,V,N,O,R,815.0,2,1989,0
2013,1.0,1,V,N,O,R,999.0,2,2007,0
2012,1.0,1,V,N,O,R,999.0,2,2008,0
2012,1.0,1,V,N,O,R,999.0,2,2008,0
2013,0.523287671,1,N,V,V,U,315.0,2,1988,0
2013,0.523287671,1,N,V,V,U,315.0,2,1988,0
2013,1.0,1,V,N,O,R,750.0,2,2008,0
2012,1.0,1,V,N,O,R,935.0,2,2007,0
2013,1.0,1,V,N,O,R,1350.0,2,2007,1
2015,1.0,1,V,N,O,R,1350.0,2,2007,0
2016,1.0,1,V,N,O,R,999.0,2,2007,0
2014,1.0,1,V,N,O,R,880.0,2,1960,0
2016,0.99726776,1,V,N,O,R,880.0,2,1960,0
2014,1.0,0,N,V,V,U,1991.0,2,1988,1
2012,1.0,0,N,V,V,U,230.0,2,1988,0
2014,1.0,0,N,V,V,U,430.0,2,1960,0
2013,1.0,0,V,N,O,R,895.0,2,1950,1
2012,1.0,0,V,N,O,R,670.0,2,1960,0
2014,1.0,0,V,N,O,R,570.0,2,1960,0
2016,1.0,0,V,N,O,R,2450.0,2,1991,0
2015,1.0,0,V,N,O,R,840.0,2,1950,1
2016,0.99726776,0,V,N,O,R,460.0,2,2005,0
2013,0.021917808,0,V,N,O,R,800.0,2,1975,0
2014,1.0,0,V,N,O,R,1200.0,2,2010,0
2014,1.0,1,V,N,O,R,550.0,2,1900,1
2013,1.0,0,V,N,O,R,350.0,2,1955,0
2014,1.0,0,V,N,O,R,350.0,2,1955,1
2015,0.246575342,0,V,N,O,R,330.0,2,2001,0
2012,1.0,1,V,N,O,R,169.0,2,1930,0
2014,1.0,1,V,N,O,R,6005.0,2,2003,1
2013,1.0,0,V,N,O,R,380.0,2,2009,0
2016,0.99726776,0,V,N,O,R,380.0,2,2009,0
2013,0.161643836,0,V,N,O,R,245.0,2,2006,0
2014,1.0,1,V,N,O,R,10438.0,2,2011,1
2015,1.0,1,V,N,O,R,10438.0,2,2011,0
2016,0.99726776,1,V,N,O,R,10438.0,2,2011,0
2012,1.0,0,V,N,O,R,8670.0,2,1971,0
2016,0.99726776,0,V,N,O,R,1423.0,2,2011,0
2013,0.882191781,0,V,N,O,R,277.0,2,1992,0
2014,1.0,0,V,N,O,R,300.0,2,2010,0
2014,0.942465753,0,V,N,O,R,1035.0,2,2000,0
2013,1.0,0,V,V,V,U,1500.0,2,1980,0
2015,1.0,0,V,V,V,U,1500.0,2,1980,0
2014,1.0,0,V,N,O,R,450.0,2,1970,0
2014,1.0,0,V,N,O,R,500.0,2,1900,0
2015,1.0,0,V,N,O,R,500.0,2,1900,0
2012,1.0,0,N,V,V,U,500.0,2,1988,0
2012,1.0,0,N,V,V,U,380.0,2,1980,0
2013,0.052054795,0,N,V,V,U,380.0,2,1980,0
2012,1.0,1,V,N,O,R,415.0,2,1988,0
2013,1.0,1,V,N,O,R,415.0,2,1988,0
2013,1.0,1,V,N,O,R,630.0,2,2010,1
2014,1.0,1,V,N,O,R,630.0,2,2010,0
2013,0.756164384,0,V,N,O,R,450.0,2,1994,0
2012,1.0,0,V,N,O,R,1150.0,2,1960,0
2016,1.0,0,V,N,O,R,1150.0,2,1960,0
2015,1.0,0,N,V,V,U,5312.0,2,1988,0
2015,1.0,0,V,N,O,R,4783.0,2,2007,0
2014,1.0,0,V,N,O,R,200.0,2,1900,0
2016,1.0,0,V,N,O,R,5860.0,2,1986,0
2012,1.0,0,V,N,O,R,2000.0,2,1984,1
2016,0.99726776,0,V,N,O,R,2000.0,2,1984,0
2013,1.0,0,V,N,O,R,2051.0,2,1990,0
2014,1.0,0,V,N,O,R,2051.0,2,1990,1
2015,1.0,0,V,N,O,R,2051.0,2,1990,0
2014,1.0,0,V,N,O,R,2896.0,2,1999,0
2015,1.0,0,V,N,O,R,1000.0,2,1990,0
2013,1.0,0,V,N,O,R,858.0,2,1995,0
2014,1.0,0,V,N,O,R,858.0,2,1995,0
2014,1.0,0,V,V,V,U,400.0,2,1988,0
2013,0.747945205,0,V,N,O,R,5600.0,2,1994,1
2015,1.0,0,V,N,O,R,1491.0,2,1990,0
2016,0.99726776,1,V,N,O,R,680.0,2,1940,0
2013,0.789041096,0,N,V,V,U,1090.0,2,1960,0
2012,1.0,0,V,N,O,R,4900.0,2,1985,1
2012,1.0,0,V,V,V,U,900.0,2,1988,0
2014,0.821917808,1,N,V,V,U,2000.0,2,1988,0
2012,1.0,0,N,V,V,U,555.0,2,1960,0
2016,0.99726776,0,V,N,O,R,1600.0,2,1999,0
2016,0.994535519,0,N,V,V,U,1100.0,2,1988,0
2014,1.0,0,N,V,V,U,840.0,2,1988,0
2015,1.0,0,N,V,V,U,840.0,2,1988,0
2016,0.494535519,0,N,V,V,U,840.0,2,1988,0
2013,1.0,1,V,N,O,R,1750.0,2,2008,0
2012,0.153005464,0,V,V,V,U,408.0,2,1960,0
2014,1.0,0,V,N,O,R,2160.0,2,1980,0
2012,1.0,1,V,N,O,R,2050.0,2,1986,0
2015,0.495890411,1,V,N,O,R,5100.0,2,1990,0
2013,1.0,0,V,V,V,U,3489.0,2,1960,0
2013,1.0,0,N,V,V,U,1450.0,2,1980,0
2013,1.0,0,N,V,V,U,830.0,2,1960,0
2013,0.084931507,0,V,N,O,R,1520.0,2,1995,0
2014,1.0,0,N,V,V,U,1900.0,2,1960,0
2013,1.0,1,V,V,V,U,900.0,2,1980,0
2015,1.0,0,V,N,O,R,1550.0,2,1960,0
2012,1.0,0,N,V,V,U,804.0,2,1980,0
2014,1.0,0,N,V,V,U,804.0,2,1980,0
2015,1.0,1,V,V,V,U,420.0,2,1960,0
2014,1.0,0,V,V,V,U,450.0,2,1980,0
2012,1.0,0,V,V,V,U,550.0,2,1960,0
2016,0.99726776,0,V,V,V,U,550.0,2,1960,1
2015,1.0,0,V,N,O,R,710.0,2,1900,0
2013,0.747945205,1,N,V,V,U,933.0,2,1960,0
2012,1.0,0,V,V,V,U,747.0,2,1960,0
2013,1.0,0,V,V,V,U,747.0,2,1960,0
2016,0.99726776,0,V,V,V,U,1880.0,3,1960,0
2015,1.0,1,V,N,O,R,2640.0,3,1960,0
2012,1.0,0,N,V,V,U,1050.0,3,1960,1
2013,0.556164384,0,N,V,V,U,320.0,2,1960,0
2013,0.120547945,0,N,V,V,U,950.0,3,1960,0
2012,0.109289617,1,N,V,V,U,630.0,3,1980,0
2014,1.0,0,V,N,O,R,300.0,3,1970,0
2013,1.0,1,V,N,O,R,909.0,3,1903,0
2014,1.0,1,V,N,O,R,909.0,3,1903,0
2012,1.0,1,V,N,O,R,630.0,3,1990,0
2014,0.246575342,1,V,N,O,R,630.0,3,1990,0
2015,1.0,1,V,N,O,R,1114.0,3,1990,1
2016,0.99726776,1,V,N,O,R,1114.0,3,1990,0
2012,1.0,0,V,N,O,R,400.0,2,1930,0
2012,1.0,1,V,N,O,R,523.0,2,1930,0
2012,1.0,1,V,N,O,R,870.0,3,1905,0
2012,0.75136612,0,V,N,O,R,500.0,2,1950,1
2012,1.0,0,V,V,V,U,1300.0,3,1960,0
2013,1.0,1,V,N,O,R,3374.0,3,1961,1
2012,0.510928962,1,V,N,O,R,1600.0,3,1900,0
2013,0.495890411,1,V,N,O,R,1500.0,3,1987,0
2014,1.0,1,V,N,O,R,1400.0,3,1986,0
2014,1.0,1,V,N,O,R,1125.0,3,1900,0
2014,1.0,1,V,N,O,R,1060.0,3,1900,0
2013,1.0,1,V,N,O,R,2200.0,3,1920,0
2016,0.99726776,0,V,N,O,R,350.0,3,1992,0
2013,1.0,0,V,V,V,U,720.0,3,1960,0
2013,1.0,0,V,V,V,U,950.0,3,1980,0
2013,1.0,0,V,V,V,U,1830.0,3,1960,0
2014,1.0,0,V,V,V,U,800.0,3,1960,0
2012,1.0,0,V,V,V,U,810.0,3,1980,0
2013,1.0,0,V,V,V,U,810.0,3,1980,0
2012,1.0,0,V,V,V,U,1000.0,3,1960,0
2014,1.0,0,V,V,V,U,1000.0,3,1960,0
2012,1.0,0,V,V,V,U,1200.0,3,1988,0
2016,0.99726776,0,V,V,V,U,1200.0,3,1988,1
2013,1.0,0,V,V,V,U,850.0,3,1960,0
2013,1.0,0,V,V,V,U,1260.0,2,1960,0
2014,1.0,0,V,V,V,U,1260.0,2,1960,1
2015,1.0,0,V,V,V,U,1260.0,2,1960,0
2013,1.0,0,V,V,V,U,450.0,2,1960,0
2012,1.0,1,V,V,V,U,985.0,3,1960,0
2012,1.0,0,V,N,O,R,1700.0,3,1880,0
2014,1.0,1,V,N,O,R,1100.0,3,1930,0
2016,0.99726776,1,V,N,O,R,1100.0,3,1930,0
2014,1.0,1,V,V,V,U,1260.0,3,1960,0
2013,1.0,0,V,N,O,R,327.0,2,1940,0
2012,0.084699454,0,N,V,V,U,450.0,2,1960,0
2013,1.0,0,N,V,V,U,677.0,2,1960,0
2016,1.0,0,V,V,V,U,1700.0,2,1988,1
2013,1.0,0,V,N,O,R,1600.0,2,1997,1
2015,1.0,0,V,N,O,R,1200.0,2,1998,0
2016,0.99726776,0,V,N,O,R,1200.0,2,1998,0
2016,1.0,0,V,N,O,R,480.0,2,2003,0
2013,1.0,0,V,N,O,R,1440.0,2,2002,0
2015,1.0,0,V,N,O,R,518.0,2,2009,0
2012,1.0,0,V,V,V,U,1900.0,2,1988,1
2012,1.0,0,N,V,V,U,660.0,2,1980,0
2013,1.0,0,V,N,O,R,200.0,2,1970,0
2016,1.0,1,V,N,O,R,480.0,2,1900,0
2012,0.915300546,0,V,N,O,R,815.0,2,1800,0
2014,1.0,0,V,N,O,R,815.0,2,1800,0
2014,1.0,0,V,V,V,U,460.0,2,1980,0
2013,1.0,1,V,N,O,R,980.0,2,1998,1
2014,1.0,1,V,N,O,R,1050.0,2,1999,0
2012,0.833333333,0,V,V,V,U,1100.0,2,1988,0
2013,1.0,0,V,N,O,R,695.0,2,1920,0
2014,1.0,0,V,N,O,R,500.0,2,1972,1
2015,0.767123288,0,V,N,O,R,500.0,2,1972,0
2012,1.0,0,V,V,V,U,575.0,2,1960,0
2015,1.0,0,V,V,V,U,575.0,2,1960,1
2013,1.0,0,V,N,O,R,190.0,2,1900,0
2013,1.0,0,N,V,V,U,1150.0,2,1980,1
2012,0.49726776,0,V,N,O,R,620.0,2,1954,0
2013,1.0,0,V,V,V,U,3350.0,2,1988,0
2012,1.0,0,N,V,V,U,540.0,2,1960,0
2012,0.0,0,V,N,O,R,950.0,2,1920,0
2015,1.0,0,V,N,O,R,702.0,2,1910,0
2012,1.0,1,V,N,O,R,2600.0,2,1982,0
2013,1.0,0,V,N,O,R,500.0,2,2012,1
2014,0.747945205,0,V,N,O,R,500.0,2,2012,0
2014,1.0,0,N,V,V,U,1314.0,2,1960,0
2014,1.0,0,V,V,V,U,7073.0,2,1980,1
2013,0.769863014,0,V,V,V,U,480.0,2,1960,1
2012,1.0,0,V,V,V,U,2500.0,2,1988,0
2012,1.0,0,V,N,O,R,1352.0,2,1898,0
2014,1.0,0,V,N,O,R,1352.0,2,1898,0
2012,1.0,0,V,N,O,R,8800.0,2,2002,0
2015,1.0,0,V,N,O,R,600.0,2,1906,0
2014,1.0,1,V,N,O,R,1260.0,2,1910,1
2012,1.0,0,V,V,V,U,610.0,2,1960,0
2012,1.0,0,V,V,V,U,400.0,2,1960,0
2012,1.0,0,N,V,V,U,620.0,2,1960,0
2013,1.0,0,V,V,V,U,2500.0,2,1960,0
2015,1.0,0,V,V,V,U,2500.0,2,1960,0
2013,1.0,0,V,N,O,R,650.0,2,1958,0
2014,1.0,0,V,N,O,R,600.0,2,1800,0
2015,0.164383562,0,V,N,O,R,500.0,2,1937,0
2016,0.967213115,0,V,N,O,R,5235.0,2,2006,0
2012,1.0,0,V,N,O,R,3400.0,2,1972,0
2014,1.0,0,V,V,V,U,746.0,2,1980,0
2012,1.0,0,V,N,O,R,2192.0,2,1988,1
2015,1.0,0,V,N,O,R,2192.0,2,1988,0
2014,1.0,0,V,V,V,U,1092.0,2,1988,0
2013,1.0,0,N,V,V,U,4900.0,2,1988,1
2013,1.0,0,N,V,V,U,3200.0,2,1980,0
2015,1.0,0,N,V,V,U,3200.0,2,1980,0
2012,1.0,0,V,N,O,R,11014.0,2,1975,1
2012,1.0,1,V,N,O,R,4830.0,2,1985,0
2013,0.219178082,1,V,N,O,R,4830.0,2,1985,0
2015,1.0,0,V,V,V,U,4918.0,2,1980,1
2014,1.0,0,V,V,V,U,5326.0,2,1980,0
2012,1.0,0,V,V,V,U,4119.0,2,1988,1
2014,1.0,0,V,V,V,U,7100.0,2,1980,1
2013,1.0,0,V,V,V,U,4429.0,2,1980,1
2015,1.0,0,V,V,V,U,2030.0,2,1980,0
2013,1.0,0,V,V,V,U,2461.0,2,1980,1
2013,1.0,0,V,V,V,U,244.0,2,1980,0
2014,1.0,0,V,V,V,U,5205.0,2,1980,1
2014,1.0,0,V,V,V,U,4590.0,2,1980,0
2016,1.0,0,V,V,V,U,3346.0,2,1980,0
2012,0.915300546,0,V,V,V,U,750.0,2,1980,0
2012,1.0,0,V,N,O,R,3200.0,2,1995,1
2015,1.0,0,V,V,V,U,1600.0,2,1988,0
2012,1.0,0,V,V,V,U,7100.0,2,1980,1
2013,1.0,0,V,V,V,U,7100.0,2,1980,1
2014,1.0,0,V,V,V,U,7100.0,2,1980,1
2014,1.0,1,V,V,V,U,4480.0,2,1980,0
2014,1.0,0,V,N,O,R,393.0,2,1954,0
2016,0.99726776,0,V,N,O,R,800.0,2,1995,0
2015,1.0,0,V,V,V,U,1700.0,2,1988,0
2014,1.0,0,N,V,V,U,1280.0,2,1988,0
2014,1.0,0,V,N,O,R,1057.0,2,2002,0
2015,1.0,0,V,V,V,U,1810.0,2,1960,0
2014,1.0,0,V,N,O,R,730.0,2,2012,0
2012,1.0,0,V,N,O,R,380.0,2,1900,0
2012,0.527322404,1,V,V,V,U,340.0,2,1980,0
2013,1.0,1,V,N,O,R,880.0,2,1830,0
2013,1.0,1,V,V,V,U,150.0,2,1960,0
2013,0.361643836,1,V,V,V,U,470.0,2,1960,0
2012,1.0,1,V,V,V,U,228.0,2,1960,0
2012,1.0,0,V,N,O,R,4846.0,2,2003,1
2013,0.747945205,0,V,N,O,R,4846.0,2,2003,1
2014,0.0,0,V,V,V,U,550.0,2,1960,1
2014,0.328767123,0,N,V,V,U,2127.0,2,1960,0
2014,1.0,1,N,V,V,U,568.0,2,1960,1
2014,1.0,1,V,N,O,R,853.0,2,1900,0
2013,1.0,0,V,N,O,R,1080.0,2,1960,0
2016,1.0,0,V,N,O,R,1080.0,2,1960,0
2016,1.0,0,V,N,O,R,1220.0,2,1955,0
2014,1.0,0,V,N,O,R,1390.0,2,2012,0
2012,1.0,0,V,V,V,U,440.0,2,1960,0
2014,1.0,0,V,V,V,U,750.0,2,1960,0
2012,1.0,0,V,V,V,U,850.0,2,1960,0
2014,1.0,0,V,V,V,U,850.0,2,1960,0
2012,1.0,0,V,V,V,U,501.0,2,1960,0
2013,1.0,0,V,V,V,U,1151.0,2,1980,0
2012,1.0,0,V,V,V,U,3186.0,2,1960,0
2013,0.2,0,V,V,V,U,3186.0,2,1960,0
2015,1.0,0,V,V,V,U,520.0,2,1988,0
2013,1.0,0,N,V,V,U,398.0,2,1960,0
2012,0.084699454,0,N,V,V,U,2240.0,2,1960,0
2012,0.961748634,1,V,V,V,U,570.0,2,1960,0
2014,1.0,0,V,N,O,R,2785.0,2,2005,1
2015,1.0,0,V,N,O,R,3668.0,2,2007,0
